kepid,label,file
10130039,transit,dataset/10130039.npz
5563300,transit,dataset/5563300.npz
10960995,stellar_eclipse,dataset/10960995.npz
10214162,transit,dataset/10214162.npz
10007492,stellar_eclipse,dataset/10007492.npz
6891543,centroid_offset,dataset/6891543.npz
6470917,centroid_offset,dataset/6470917.npz
9458613,transit,dataset/9458613.npz
6200612,not_transit,dataset/6200612.npz
2707916,Ephemeris match,dataset/2707916.npz
8649876,not_transit,dataset/8649876.npz
8120820,transit,dataset/8120820.npz
12456063,transit,dataset/12456063.npz
7804128,not_transit,dataset/7804128.npz
6263468,not_transit,dataset/6263468.npz
8105398,transit,dataset/8105398.npz
7053328,not_transit,dataset/7053328.npz
6975615,centroid_offset,dataset/6975615.npz
6697605,transit,dataset/6697605.npz
2444412,transit,dataset/2444412.npz
11135308,transit,dataset/11135308.npz
4063943,transit,dataset/4063943.npz
5475494,stellar_eclipse,dataset/5475494.npz
10958972,not_transit,dataset/10958972.npz
7199397,transit,dataset/7199397.npz
7812179,stellar_eclipse,dataset/7812179.npz
3750350,not_transit,dataset/3750350.npz
7350067,transit,dataset/7350067.npz
10748621,stellar_eclipse,dataset/10748621.npz
8016211,stellar_eclipse,dataset/8016211.npz
1725193,stellar_eclipse,dataset/1725193.npz
8873674,not_transit,dataset/8873674.npz
4164994,transit,dataset/4164994.npz
11074178,transit,dataset/11074178.npz
2576224,centroid_offset,dataset/2576224.npz
4769799,stellar_eclipse,dataset/4769799.npz
3117115,not_transit,dataset/3117115.npz
5269467,transit,dataset/5269467.npz
10991114,transit,dataset/10991114.npz
1717528,centroid_offset,dataset/1717528.npz
11867733,stellar_eclipse,dataset/11867733.npz
7381695,centroid_offset,dataset/7381695.npz
5130369,stellar_eclipse,dataset/5130369.npz
8414907,centroid_offset,dataset/8414907.npz
12157983,stellar_eclipse,dataset/12157983.npz
9825174,transit,dataset/9825174.npz
8612275,transit,dataset/8612275.npz
8644365,transit,dataset/8644365.npz
4579313,stellar_eclipse,dataset/4579313.npz
5814013,centroid_offset,dataset/5814013.npz
3647097,transit,dataset/3647097.npz
7421876,not_transit,dataset/7421876.npz
7109675,transit,dataset/7109675.npz
4077901,stellar_eclipse,dataset/4077901.npz
2438070,stellar_eclipse,dataset/2438070.npz
5791705,not_transit,dataset/5791705.npz
7365447,stellar_eclipse,dataset/7365447.npz
2437112,centroid_offset,dataset/2437112.npz
10265602,transit,dataset/10265602.npz
4832197,stellar_eclipse,dataset/4832197.npz
7373877,stellar_eclipse,dataset/7373877.npz
7690855,not_transit,dataset/7690855.npz
5091016,stellar_eclipse,dataset/5091016.npz
3656121,transit,dataset/3656121.npz
4645833,centroid_offset,dataset/4645833.npz
9658118,stellar_eclipse,dataset/9658118.npz
2142522,transit,dataset/2142522.npz
10788461,transit,dataset/10788461.npz
4851464,stellar_eclipse,dataset/4851464.npz
7539277,transit,dataset/7539277.npz
5709889,centroid_offset,dataset/5709889.npz
5385667,centroid_offset,dataset/5385667.npz
6867766,stellar_eclipse,dataset/6867766.npz
11768142,transit,dataset/11768142.npz
4739565,stellar_eclipse,dataset/4739565.npz
6049470,not_transit,dataset/6049470.npz
6780158,centroid_offset,dataset/6780158.npz
10920813,not_transit,dataset/10920813.npz
10669994,transit,dataset/10669994.npz
7019580,not_transit,dataset/7019580.npz
5685113,not_transit,dataset/5685113.npz
11176166,transit,dataset/11176166.npz
9047416,transit,dataset/9047416.npz
8564587,transit,dataset/8564587.npz
8155368,stellar_eclipse,dataset/8155368.npz
7777416,stellar_eclipse,dataset/7777416.npz
12459725,Ephemeris match,dataset/12459725.npz
3339538,stellar_eclipse,dataset/3339538.npz
6607357,transit,dataset/6607357.npz
8879427,stellar_eclipse,dataset/8879427.npz
7177553,stellar_eclipse,dataset/7177553.npz
8644288,transit,dataset/8644288.npz
9899153,centroid_offset,dataset/9899153.npz
11752906,transit,dataset/11752906.npz
9214715,stellar_eclipse,dataset/9214715.npz
6665860,transit,dataset/6665860.npz
11912941,centroid_offset,dataset/11912941.npz
3120397,centroid_offset,dataset/3120397.npz
10281311,not_transit,dataset/10281311.npz
5542466,transit,dataset/5542466.npz
9394601,stellar_eclipse,dataset/9394601.npz
3124598,centroid_offset,dataset/3124598.npz
8709688,transit,dataset/8709688.npz
10485250,stellar_eclipse,dataset/10485250.npz
5078939,stellar_eclipse,dataset/5078939.npz
3003992,Ephemeris match,dataset/3003992.npz
5353938,transit,dataset/5353938.npz
8462258,centroid_offset,dataset/8462258.npz
3746248,stellar_eclipse,dataset/3746248.npz
5456651,transit,dataset/5456651.npz
7449844,stellar_eclipse,dataset/7449844.npz
4952341,stellar_eclipse,dataset/4952341.npz
7777372,centroid_offset,dataset/7777372.npz
7357531,stellar_eclipse,dataset/7357531.npz
3245000,centroid_offset,dataset/3245000.npz
7199060,transit,dataset/7199060.npz
4157488,stellar_eclipse,dataset/4157488.npz
6948480,stellar_eclipse,dataset/6948480.npz
9146018,transit,dataset/9146018.npz
7137213,stellar_eclipse,dataset/7137213.npz
3241344,stellar_eclipse,dataset/3241344.npz
6670610,transit,dataset/6670610.npz
3324069,transit,dataset/3324069.npz
2166206,centroid_offset,dataset/2166206.npz
8323753,centroid_offset,dataset/8323753.npz
7747835,centroid_offset,dataset/7747835.npz
6200529,not_transit,dataset/6200529.npz
6060580,stellar_eclipse,dataset/6060580.npz
9209183,not_transit,dataset/9209183.npz
8192427,not_transit,dataset/8192427.npz
11090765,transit,dataset/11090765.npz
9579499,stellar_eclipse,dataset/9579499.npz
8192861,centroid_offset,dataset/8192861.npz
8845574,stellar_eclipse,dataset/8845574.npz
6026737,transit,dataset/6026737.npz
11502179,centroid_offset,dataset/11502179.npz
8077137,transit,dataset/8077137.npz
6973796,stellar_eclipse,dataset/6973796.npz
4247991,transit,dataset/4247991.npz
6964929,transit,dataset/6964929.npz
5816165,stellar_eclipse,dataset/5816165.npz
5084942,transit,dataset/5084942.npz
11702948,transit,dataset/11702948.npz
11234677,stellar_eclipse,dataset/11234677.npz
11401822,stellar_eclipse,dataset/11401822.npz
10729472,not_transit,dataset/10729472.npz
3851193,stellar_eclipse,dataset/3851193.npz
3662838,stellar_eclipse,dataset/3662838.npz
5184911,transit,dataset/5184911.npz
8240797,transit,dataset/8240797.npz
3324644,not_transit,dataset/3324644.npz
3526331,centroid_offset,dataset/3526331.npz
6222898,stellar_eclipse,dataset/6222898.npz
4469825,not_transit,dataset/4469825.npz
9479273,transit,dataset/9479273.npz
10581918,not_transit,dataset/10581918.npz
8301013,stellar_eclipse,dataset/8301013.npz
8542879,not_transit,dataset/8542879.npz
5564247,centroid_offset,dataset/5564247.npz
8019043,stellar_eclipse,dataset/8019043.npz
757450,transit,dataset/757450.npz
8415353,transit,dataset/8415353.npz
7282872,not_transit,dataset/7282872.npz
11623629,transit,dataset/11623629.npz
8616873,transit,dataset/8616873.npz
12505503,transit,dataset/12505503.npz
7668648,stellar_eclipse,dataset/7668648.npz
10166274,transit,dataset/10166274.npz
9536692,stellar_eclipse,dataset/9536692.npz
4372961,stellar_eclipse,dataset/4372961.npz
10026136,not_transit,dataset/10026136.npz
9896558,transit,dataset/9896558.npz
7620413,transit,dataset/7620413.npz
10332883,transit,dataset/10332883.npz
9886361,transit,dataset/9886361.npz
8604993,stellar_eclipse,dataset/8604993.npz
7732791,stellar_eclipse,dataset/7732791.npz
7812893,transit,dataset/7812893.npz
9527334,transit,dataset/9527334.npz
7115200,not_transit,dataset/7115200.npz
7040629,transit,dataset/7040629.npz
11244682,transit,dataset/11244682.npz
7025540,stellar_eclipse,dataset/7025540.npz
5872139,not_transit,dataset/5872139.npz
6421483,stellar_eclipse,dataset/6421483.npz
4770617,transit,dataset/4770617.npz
5535280,stellar_eclipse,dataset/5535280.npz
6946985,not_transit,dataset/6946985.npz
4932442,transit,dataset/4932442.npz
11043136,stellar_eclipse,dataset/11043136.npz
7289317,transit,dataset/7289317.npz
10318874,transit,dataset/10318874.npz
4247811,centroid_offset,dataset/4247811.npz
9959545,stellar_eclipse,dataset/9959545.npz
8356054,stellar_eclipse,dataset/8356054.npz
9517393,transit,dataset/9517393.npz
10979716,stellar_eclipse,dataset/10979716.npz
7918172,centroid_offset,dataset/7918172.npz
9592855,not_transit,dataset/9592855.npz
12401859,transit,dataset/12401859.npz
4281895,stellar_eclipse,dataset/4281895.npz
10275074,stellar_eclipse,dataset/10275074.npz
8962094,transit,dataset/8962094.npz
9851142,stellar_eclipse,dataset/9851142.npz
6358937,transit,dataset/6358937.npz
12367464,stellar_eclipse,dataset/12367464.npz
8458207,stellar_eclipse,dataset/8458207.npz
7517261,transit,dataset/7517261.npz
7211141,transit,dataset/7211141.npz
8940700,not_transit,dataset/8940700.npz
5716932,transit,dataset/5716932.npz
8618226,stellar_eclipse,dataset/8618226.npz
8589754,stellar_eclipse,dataset/8589754.npz
11673686,stellar_eclipse,dataset/11673686.npz
2010152,not_transit,dataset/2010152.npz
8308682,not_transit,dataset/8308682.npz
5965629,transit,dataset/5965629.npz
9710792,not_transit,dataset/9710792.npz
7813039,transit,dataset/7813039.npz
3832474,not_transit,dataset/3832474.npz
8561231,transit,dataset/8561231.npz
12735830,transit,dataset/12735830.npz
10363281,stellar_eclipse,dataset/10363281.npz
4242806,centroid_offset,dataset/4242806.npz
9357275,stellar_eclipse,dataset/9357275.npz
10031707,stellar_eclipse,dataset/10031707.npz
7678434,transit,dataset/7678434.npz
11465651,transit,dataset/11465651.npz
9896435,stellar_eclipse,dataset/9896435.npz
9347899,transit,dataset/9347899.npz
3217264,transit,dataset/3217264.npz
12356617,transit,dataset/12356617.npz
6312521,stellar_eclipse,dataset/6312521.npz
9656252,transit,dataset/9656252.npz
9948002,stellar_eclipse,dataset/9948002.npz
9002538,transit,dataset/9002538.npz
5471059,stellar_eclipse,dataset/5471059.npz
9963461,stellar_eclipse,dataset/9963461.npz
6670075,stellar_eclipse,dataset/6670075.npz
8075618,stellar_eclipse,dataset/8075618.npz
9946525,transit,dataset/9946525.npz
4757331,stellar_eclipse,dataset/4757331.npz
9827149,unlabeled,dataset/9827149.npz
7024511,Ephemeris match,dataset/7024511.npz
10518399,stellar_eclipse,dataset/10518399.npz
5792202,transit,dataset/5792202.npz
12251779,stellar_eclipse,dataset/12251779.npz
7434875,transit,dataset/7434875.npz
10161534,not_transit,dataset/10161534.npz
5956776,not_transit,dataset/5956776.npz
4247023,stellar_eclipse,dataset/4247023.npz
9726452,transit,dataset/9726452.npz
8312852,centroid_offset,dataset/8312852.npz
9389245,transit,dataset/9389245.npz
9291368,stellar_eclipse,dataset/9291368.npz
11756821,stellar_eclipse,dataset/11756821.npz
12208887,stellar_eclipse,dataset/12208887.npz
5879448,stellar_eclipse,dataset/5879448.npz
10812504,unlabeled,dataset/10812504.npz
8240797,transit,dataset/8240797.npz
6128141,stellar_eclipse,dataset/6128141.npz
8880003,not_transit,dataset/8880003.npz
7943535,stellar_eclipse,dataset/7943535.npz
7767781,transit,dataset/7767781.npz
7186259,not_transit,dataset/7186259.npz
6806632,not_transit,dataset/6806632.npz
5796675,transit,dataset/5796675.npz
3644542,stellar_eclipse,dataset/3644542.npz
9899514,stellar_eclipse,dataset/9899514.npz
5796186,not_transit,dataset/5796186.npz
5294945,transit,dataset/5294945.npz
4571004,not_transit,dataset/4571004.npz
8823868,not_transit,dataset/8823868.npz
5263167,transit,dataset/5263167.npz
9108058,stellar_eclipse,dataset/9108058.npz
8108450,not_transit,dataset/8108450.npz
7762886,not_transit,dataset/7762886.npz
4144231,stellar_eclipse,dataset/4144231.npz
5213811,not_transit,dataset/5213811.npz
10585749,transit,dataset/10585749.npz
3554600,centroid_offset,dataset/3554600.npz
10271691,unlabeled,dataset/10271691.npz
2708286,Ephemeris match,dataset/2708286.npz
3326377,transit,dataset/3326377.npz
7287391,stellar_eclipse,dataset/7287391.npz
9532117,stellar_eclipse,dataset/9532117.npz
8703884,centroid_offset,dataset/8703884.npz
8352537,transit,dataset/8352537.npz
9824928,centroid_offset,dataset/9824928.npz
8806123,transit,dataset/8806123.npz
10470206,centroid_offset,dataset/10470206.npz
8652360,centroid_offset,dataset/8652360.npz
3657176,centroid_offset,dataset/3657176.npz
5866104,stellar_eclipse,dataset/5866104.npz
8846163,unlabeled,dataset/8846163.npz
10342041,centroid_offset,dataset/10342041.npz
4579598,not_transit,dataset/4579598.npz
8702921,stellar_eclipse,dataset/8702921.npz
7185487,not_transit,dataset/7185487.npz
6850504,transit,dataset/6850504.npz
10266860,Ephemeris match,dataset/10266860.npz
5471489,centroid_offset,dataset/5471489.npz
8516349,not_transit,dataset/8516349.npz
5440435,not_transit,dataset/5440435.npz
8037038,transit,dataset/8037038.npz
9455526,not_transit,dataset/9455526.npz
4768846,stellar_eclipse,dataset/4768846.npz
10191036,centroid_offset,dataset/10191036.npz
10585887,not_transit,dataset/10585887.npz
3346543,transit,dataset/3346543.npz
7541746,not_transit,dataset/7541746.npz
10593759,stellar_eclipse,dataset/10593759.npz
11718144,transit,dataset/11718144.npz
5860968,transit,dataset/5860968.npz
6289344,stellar_eclipse,dataset/6289344.npz
11856178,transit,dataset/11856178.npz
11662440,stellar_eclipse,dataset/11662440.npz
10514770,stellar_eclipse,dataset/10514770.npz
5791713,not_transit,dataset/5791713.npz
11044770,stellar_eclipse,dataset/11044770.npz
4633434,stellar_eclipse,dataset/4633434.npz
9209808,not_transit,dataset/9209808.npz
10186761,transit,dataset/10186761.npz
5980783,transit,dataset/5980783.npz
1432214,stellar_eclipse,dataset/1432214.npz
6877673,stellar_eclipse,dataset/6877673.npz
8495415,transit,dataset/8495415.npz
7281454,not_transit,dataset/7281454.npz
7668416,transit,dataset/7668416.npz
11709124,transit,dataset/11709124.npz
6681618,not_transit,dataset/6681618.npz
10858691,transit,dataset/10858691.npz
10798605,stellar_eclipse,dataset/10798605.npz
10329469,transit,dataset/10329469.npz
7470491,centroid_offset,dataset/7470491.npz
11236244,transit,dataset/11236244.npz
9118858,not_transit,dataset/9118858.npz
4276445,not_transit,dataset/4276445.npz
9285568,transit,dataset/9285568.npz
5252423,transit,dataset/5252423.npz
7802136,stellar_eclipse,dataset/7802136.npz
9640962,centroid_offset,dataset/9640962.npz
5270698,stellar_eclipse,dataset/5270698.npz
5119619,centroid_offset,dataset/5119619.npz
10614012,stellar_eclipse,dataset/10614012.npz
12833566,unlabeled,dataset/12833566.npz
6962977,transit,dataset/6962977.npz
4656049,transit,dataset/4656049.npz
4917658,not_transit,dataset/4917658.npz
9880467,stellar_eclipse,dataset/9880467.npz
9787239,transit,dataset/9787239.npz
9846348,transit,dataset/9846348.npz
9837578,stellar_eclipse,dataset/9837578.npz
3554031,transit,dataset/3554031.npz
8509781,stellar_eclipse,dataset/8509781.npz
5781991,not_transit,dataset/5781991.npz
7032001,centroid_offset,dataset/7032001.npz
9881258,stellar_eclipse,dataset/9881258.npz
8227661,stellar_eclipse,dataset/8227661.npz
4736569,transit,dataset/4736569.npz
8443812,transit,dataset/8443812.npz
9899181,stellar_eclipse,dataset/9899181.npz
6381846,transit,dataset/6381846.npz
3335816,stellar_eclipse,dataset/3335816.npz
3937814,transit,dataset/3937814.npz
11283615,transit,dataset/11283615.npz
7119481,transit,dataset/7119481.npz
6451125,centroid_offset,dataset/6451125.npz
4948730,stellar_eclipse,dataset/4948730.npz
7778437,transit,dataset/7778437.npz
3962728,stellar_eclipse,dataset/3962728.npz
5562784,centroid_offset,dataset/5562784.npz
4738095,not_transit,dataset/4738095.npz
9692557,stellar_eclipse,dataset/9692557.npz
7199774,stellar_eclipse,dataset/7199774.npz
6209677,transit,dataset/6209677.npz
8590780,stellar_eclipse,dataset/8590780.npz
4840818,stellar_eclipse,dataset/4840818.npz
10198662,transit,dataset/10198662.npz
10676927,stellar_eclipse,dataset/10676927.npz
4571004,not_transit,dataset/4571004.npz
10661917,stellar_eclipse,dataset/10661917.npz
7419318,transit,dataset/7419318.npz
11820830,stellar_eclipse,dataset/11820830.npz
4770365,transit,dataset/4770365.npz
12165063,not_transit,dataset/12165063.npz
3544595,transit,dataset/3544595.npz
11460462,transit,dataset/11460462.npz
3957082,centroid_offset,dataset/3957082.npz
5008245,transit,dataset/5008245.npz
5689351,transit,dataset/5689351.npz
9838608,centroid_offset,dataset/9838608.npz
6526710,transit,dataset/6526710.npz
10614845,not_transit,dataset/10614845.npz
8564587,transit,dataset/8564587.npz
7366258,transit,dataset/7366258.npz
10068919,stellar_eclipse,dataset/10068919.npz
9839030,transit,dataset/9839030.npz
8430964,transit,dataset/8430964.npz
10336927,unlabeled,dataset/10336927.npz
5623839,not_transit,dataset/5623839.npz
2306740,stellar_eclipse,dataset/2306740.npz
4645174,transit,dataset/4645174.npz
9782748,transit,dataset/9782748.npz
12367017,stellar_eclipse,dataset/12367017.npz
11296045,not_transit,dataset/11296045.npz
10777591,transit,dataset/10777591.npz
7008211,transit,dataset/7008211.npz
10813078,transit,dataset/10813078.npz
12004971,stellar_eclipse,dataset/12004971.npz
5126932,not_transit,dataset/5126932.npz
6119921,not_transit,dataset/6119921.npz
5115178,stellar_eclipse,dataset/5115178.npz
11962284,transit,dataset/11962284.npz
12216706,stellar_eclipse,dataset/12216706.npz
9784222,stellar_eclipse,dataset/9784222.npz
9093859,centroid_offset,dataset/9093859.npz
2307415,transit,dataset/2307415.npz
8823426,stellar_eclipse,dataset/8823426.npz
7282154,not_transit,dataset/7282154.npz
3646449,transit,dataset/3646449.npz
10909274,stellar_eclipse,dataset/10909274.npz
10287248,stellar_eclipse,dataset/10287248.npz
2574201,stellar_eclipse,dataset/2574201.npz
11601633,transit,dataset/11601633.npz
11391181,stellar_eclipse,dataset/11391181.npz
3632330,not_transit,dataset/3632330.npz
11244571,transit,dataset/11244571.npz
7816935,transit,dataset/7816935.npz
10982872,transit,dataset/10982872.npz
8321314,transit,dataset/8321314.npz
6967278,stellar_eclipse,dataset/6967278.npz
8753896,transit,dataset/8753896.npz
5299459,transit,dataset/5299459.npz
5992210,centroid_offset,dataset/5992210.npz
7115384,not_transit,dataset/7115384.npz
9673173,stellar_eclipse,dataset/9673173.npz
11361283,transit,dataset/11361283.npz
11960862,transit,dataset/11960862.npz
5305240,centroid_offset,dataset/5305240.npz
3936658,not_transit,dataset/3936658.npz
6045093,transit,dataset/6045093.npz
9591070,centroid_offset,dataset/9591070.npz
8364115,stellar_eclipse,dataset/8364115.npz
10319385,transit,dataset/10319385.npz
6390824,centroid_offset,dataset/6390824.npz
6543674,stellar_eclipse,dataset/6543674.npz
2306756,stellar_eclipse,dataset/2306756.npz
11752908,Ephemeris match,dataset/11752908.npz
4367854,centroid_offset,dataset/4367854.npz
2989706,stellar_eclipse,dataset/2989706.npz
10487119,stellar_eclipse,dataset/10487119.npz
9884104,transit,dataset/9884104.npz
8107380,transit,dataset/8107380.npz
3542574,stellar_eclipse,dataset/3542574.npz
6509282,transit,dataset/6509282.npz
1718189,transit,dataset/1718189.npz
7116043,centroid_offset,dataset/7116043.npz
7919653,stellar_eclipse,dataset/7919653.npz
5641294,stellar_eclipse,dataset/5641294.npz
4815520,transit,dataset/4815520.npz
8872048,transit,dataset/8872048.npz
7369523,stellar_eclipse,dataset/7369523.npz
10753922,centroid_offset,dataset/10753922.npz
12470844,transit,dataset/12470844.npz
8176653,centroid_offset,dataset/8176653.npz
12519942,transit,dataset/12519942.npz
10417704,not_transit,dataset/10417704.npz
7031638,stellar_eclipse,dataset/7031638.npz
5032842,not_transit,dataset/5032842.npz
4739229,transit,dataset/4739229.npz
11391755,transit,dataset/11391755.npz
6062088,transit,dataset/6062088.npz
7747425,transit,dataset/7747425.npz
9282687,stellar_eclipse,dataset/9282687.npz
8526387,centroid_offset,dataset/8526387.npz
5449777,stellar_eclipse,dataset/5449777.npz
9777990,stellar_eclipse,dataset/9777990.npz
9777556,Ephemeris match,dataset/9777556.npz
5865654,transit,dataset/5865654.npz
10146103,transit,dataset/10146103.npz
6720773,centroid_offset,dataset/6720773.npz
9777724,Ephemeris match,dataset/9777724.npz
4927738,not_transit,dataset/4927738.npz
6767227,transit,dataset/6767227.npz
9947389,transit,dataset/9947389.npz
7117549,not_transit,dataset/7117549.npz
6945786,transit,dataset/6945786.npz
4679687,stellar_eclipse,dataset/4679687.npz
10491525,centroid_offset,dataset/10491525.npz
7983117,transit,dataset/7983117.npz
9306677,not_transit,dataset/9306677.npz
8098212,transit,dataset/8098212.npz
10858832,transit,dataset/10858832.npz
4165960,centroid_offset,dataset/4165960.npz
4178389,transit,dataset/4178389.npz
9650989,transit,dataset/9650989.npz
5990753,stellar_eclipse,dataset/5990753.npz
6678383,unlabeled,dataset/6678383.npz
4037163,not_transit,dataset/4037163.npz
7281399,not_transit,dataset/7281399.npz
9576197,stellar_eclipse,dataset/9576197.npz
9896018,transit,dataset/9896018.npz
9214712,stellar_eclipse,dataset/9214712.npz
12506342,centroid_offset,dataset/12506342.npz
7670617,stellar_eclipse,dataset/7670617.npz
7750342,not_transit,dataset/7750342.npz
6939913,transit,dataset/6939913.npz
5637036,not_transit,dataset/5637036.npz
4769824,centroid_offset,dataset/4769824.npz
1432789,transit,dataset/1432789.npz
7769819,transit,dataset/7769819.npz
2584163,transit,dataset/2584163.npz
7708193,stellar_eclipse,dataset/7708193.npz
8243263,stellar_eclipse,dataset/8243263.npz
9827149,transit,dataset/9827149.npz
9101208,Ephemeris match,dataset/9101208.npz
8582291,centroid_offset,dataset/8582291.npz
4544684,stellar_eclipse,dataset/4544684.npz
3953173,centroid_offset,dataset/3953173.npz
8822366,transit,dataset/8822366.npz
4058881,centroid_offset,dataset/4058881.npz
3342592,stellar_eclipse,dataset/3342592.npz
7117485,centroid_offset,dataset/7117485.npz
5009688,not_transit,dataset/5009688.npz
4584865,centroid_offset,dataset/4584865.npz
7100673,transit,dataset/7100673.npz
4484356,stellar_eclipse,dataset/4484356.npz
4544623,stellar_eclipse,dataset/4544623.npz
3532510,not_transit,dataset/3532510.npz
5090690,stellar_eclipse,dataset/5090690.npz
10471167,centroid_offset,dataset/10471167.npz
9099607,transit,dataset/9099607.npz
7747457,transit,dataset/7747457.npz
4947556,transit,dataset/4947556.npz
8868649,centroid_offset,dataset/8868649.npz
8029848,stellar_eclipse,dataset/8029848.npz
5949765,not_transit,dataset/5949765.npz
6390236,not_transit,dataset/6390236.npz
5174858,transit,dataset/5174858.npz
4385148,transit,dataset/4385148.npz
11361646,transit,dataset/11361646.npz
3001885,centroid_offset,dataset/3001885.npz
6428794,transit,dataset/6428794.npz
9936698,stellar_eclipse,dataset/9936698.npz
9602538,Ephemeris match,dataset/9602538.npz
9180282,stellar_eclipse,dataset/9180282.npz
5709725,transit,dataset/5709725.npz
10663411,unlabeled,dataset/10663411.npz
5881813,transit,dataset/5881813.npz
4551328,stellar_eclipse,dataset/4551328.npz
12470954,transit,dataset/12470954.npz
6129524,transit,dataset/6129524.npz
8750503,not_transit,dataset/8750503.npz
6063448,stellar_eclipse,dataset/6063448.npz
11922648,centroid_offset,dataset/11922648.npz
3437776,stellar_eclipse,dataset/3437776.npz
1722276,not_transit,dataset/1722276.npz
5097454,stellar_eclipse,dataset/5097454.npz
3728432,transit,dataset/3728432.npz
7199724,not_transit,dataset/7199724.npz
8285254,stellar_eclipse,dataset/8285254.npz
8229048,stellar_eclipse,dataset/8229048.npz
2013883,centroid_offset,dataset/2013883.npz
6614629,centroid_offset,dataset/6614629.npz
3972432,transit,dataset/3972432.npz
5989391,not_transit,dataset/5989391.npz
7778664,transit,dataset/7778664.npz
2853780,transit,dataset/2853780.npz
8804455,transit,dataset/8804455.npz
5696518,not_transit,dataset/5696518.npz
8552498,stellar_eclipse,dataset/8552498.npz
9595686,stellar_eclipse,dataset/9595686.npz
1572948,centroid_offset,dataset/1572948.npz
9536048,centroid_offset,dataset/9536048.npz
10206675,stellar_eclipse,dataset/10206675.npz
10426656,transit,dataset/10426656.npz
8742270,stellar_eclipse,dataset/8742270.npz
5358241,transit,dataset/5358241.npz
4073707,not_transit,dataset/4073707.npz
11442465,stellar_eclipse,dataset/11442465.npz
7125794,transit,dataset/7125794.npz
12170648,stellar_eclipse,dataset/12170648.npz
5780194,not_transit,dataset/5780194.npz
10266852,not_transit,dataset/10266852.npz
6367663,transit,dataset/6367663.npz
9839062,not_transit,dataset/9839062.npz
8693536,transit,dataset/8693536.npz
9838582,transit,dataset/9838582.npz
6069674,not_transit,dataset/6069674.npz
9577855,centroid_offset,dataset/9577855.npz
2573056,stellar_eclipse,dataset/2573056.npz
11959893,transit,dataset/11959893.npz
5471010,centroid_offset,dataset/5471010.npz
7132015,centroid_offset,dataset/7132015.npz
4069063,stellar_eclipse,dataset/4069063.npz
9845362,not_transit,dataset/9845362.npz
11360571,transit,dataset/11360571.npz
2446113,centroid_offset,dataset/2446113.npz
6032920,not_transit,dataset/6032920.npz
3541946,transit,dataset/3541946.npz
9651234,transit,dataset/9651234.npz
8558011,transit,dataset/8558011.npz
6767227,transit,dataset/6767227.npz
9402670,centroid_offset,dataset/9402670.npz
8953414,centroid_offset,dataset/8953414.npz
7461307,stellar_eclipse,dataset/7461307.npz
9388479,transit,dataset/9388479.npz
3967760,transit,dataset/3967760.npz
11709124,transit,dataset/11709124.npz
6294819,transit,dataset/6294819.npz
8234477,stellar_eclipse,dataset/8234477.npz
9518558,centroid_offset,dataset/9518558.npz
9468384,stellar_eclipse,dataset/9468384.npz
8890924,transit,dataset/8890924.npz
4446859,transit,dataset/4446859.npz
6185331,transit,dataset/6185331.npz
